ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
LSO,Lesotho,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
LBR,Liberia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,537.97","1,606.74","1,695.61","1,800.34","1,769.73","1,727.02","1,656.82","1,655.36","1,633.92","1,553.07","1,469.75","1,484.78","1,517.01","1,552.05","1,601.47","1,650.22","1,701.78",2016
LBR,Liberia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",541.579,625.257,695.516,772.241,765.368,747.177,767.373,763.108,731.317,672.882,647.1,703.406,743.004,750.723,788.837,829.805,872.572,2016
LBR,Liberia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
LBY,Libya,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","38,909.42","13,231.46","28,028.24","17,755.00","8,351.11","7,191.72","6,594.48","10,708.89","12,498.71","14,007.05","5,586.42","12,344.05","12,863.83","13,440.40","13,459.59","13,968.60","14,451.05",2014
LBY,Libya,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","11,417.42","5,402.25","12,693.64","8,282.15","3,876.41","2,723.37","2,907.46","4,685.07","6,361.58","6,004.47","2,891.46","4,068.61","4,308.91","4,381.96","4,320.65","4,445.38","4,591.32",2014
LBY,Libya,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
LTU,Lithuania,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","23,988.61","26,018.36","27,383.20","28,643.77","29,913.02","30,807.02","31,987.07","33,826.61","35,495.29","37,133.51","36,801.86","38,517.86","40,086.49","41,334.15","42,488.86","43,607.97","44,645.82",2019
LTU,Lithuania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","12,009.03","14,393.27","14,376.00","15,734.38","16,577.33","14,265.41","15,004.19","16,879.45","19,184.84","19,557.39","19,981.34","22,411.65","24,209.40","25,977.97","27,685.60","29,342.91","30,897.27",2019
LTU,Lithuania,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
LUX,Luxembourg,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","109,250.41","109,885.58","106,783.18","108,173.55","110,228.70","112,262.63","114,690.18","113,905.61","115,237.28","115,602.31","111,857.69","115,823.30","118,034.13","119,324.04","120,260.83","120,968.94","121,681.22",2020
LUX,Luxembourg,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","106,177.04","117,366.28","108,050.47","114,996.72","120,449.74","102,624.73","105,364.03","108,621.94","117,859.72","115,838.95","116,921.11","131,301.60","137,947.81","144,013.31","149,736.40","155,059.54","160,140.74",2020
LUX,Luxembourg,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",0.62,1.296,-0.937,-0.291,0.012,0.083,1.697,-0.49,0.349,1.087,-1.957,-0.701,-0.109,n/a,n/a,n/a,n/a,2020
MAC,Macao SAR,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","115,074.21","138,693.69","145,081.78","153,937.67","143,982.26","111,184.24","110,759.70","120,286.60","125,320.60","119,835.64","52,089.94","61,746.51","83,298.97","103,240.50","115,956.98","118,459.12","120,843.14",2020
MAC,Macao SAR,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","51,135.16","66,111.72","74,209.14","84,833.69","86,298.09","69,666.75","69,910.52","77,257.33","82,862.88","81,156.61","35,621.46","42,106.56","59,113.56","75,353.68","87,687.89","92,654.97","97,329.24",2020
MAC,Macao SAR,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
MDG,Madagascar,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,553.41","1,534.94","1,538.52","1,531.79","1,540.75","1,546.77","1,566.76","1,586.40","1,575.39","1,585.15","1,436.02","1,491.56","1,524.40","1,563.71","1,588.92","1,643.70","1,684.06",2010
MDG,Madagascar,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",471.959,531.266,518.155,541.069,530.863,467.235,476.226,515.935,518.489,512.176,461.8,498.682,531.409,565.085,592.477,631.723,666.988,2010
MDG,Madagascar,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
MWI,Malawi,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,272.68","1,297.10","1,284.56","1,313.53","1,349.53","1,350.45","1,342.45","1,357.06","1,377.00","1,411.37","1,384.38","1,375.23","1,376.84","1,398.52","1,427.34","1,470.62","1,515.22",2016
MWI,Malawi,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",623.414,695.331,506.3,446.999,484.322,497.737,415.016,466.559,501.113,543.685,567.59,565.798,543.551,520.633,508.561,505.322,508.469,2016
MWI,Malawi,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
MYS,Malaysia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","20,279.34","21,005.00","21,818.40","22,310.47","23,269.51","24,060.44","24,775.66","25,897.24","26,849.89","27,920.57","26,011.40","26,582.23","27,824.77","29,048.56","30,221.36","31,365.28","32,566.41",2020
MYS,Malaysia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","9,046.99","10,397.92","10,806.84","10,851.66","11,165.26","9,663.11","9,523.30","9,965.12","11,079.79","11,231.41","10,231.34","11,124.67","12,295.73","13,396.64","14,300.47","15,251.52","16,260.22",2020
MYS,Malaysia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","18,632.85","19,895.17","20,059.35","21,164.67","22,341.01","22,606.04","23,642.09","24,928.29","26,509.73","27,893.66","18,659.64","21,814.24","24,287.49","26,766.15","27,930.87","28,961.21","30,012.20",2014
MDV,Maldives,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","8,086.70","8,078.31","8,719.58","9,766.24","10,787.47","11,781.03","12,348.71","13,201.45","14,476.59","15,148.80","9,888.65","11,899.09","13,550.91","15,223.42","16,169.69","17,104.02","18,081.88",2014
MDV,Maldives,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
MLI,Mali,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,149.19","2,149.84","2,067.93","2,053.85","2,136.47","2,203.45","2,264.92","2,315.16","2,353.40","2,392.47","2,284.91","2,307.53","2,359.72","2,405.34","2,452.02","2,499.54","2,547.93",2017
MLI,Mali,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",733.666,863.348,802.465,828.742,873.507,773.946,804.082,854.975,922.549,905.821,889.788,966.141,"1,019.32","1,075.56","1,132.07","1,178.11","1,237.18",2017
MLI,Mali,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
MLT,Malta,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","33,339.68","33,417.75","34,580.72","36,045.01","38,171.78","40,862.40","41,403.95","44,953.77","46,170.30","47,051.93","41,389.20","43,148.97","45,286.64","47,194.61","49,050.46","50,609.68","52,016.70",2020
MLT,Malta,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","21,842.07","23,222.39","22,674.79","24,972.68","27,080.10","25,228.18","25,960.31","29,340.93","32,237.26","31,865.84","28,955.29","31,996.53","34,554.04","37,121.43","39,791.21","42,350.42","44,765.02",2020
MLT,Malta,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",0.281,-1.103,-2.21,-2.728,-0.842,2.314,0.827,0.362,1.327,0.642,-5.628,-4.343,-2.432,n/a,n/a,n/a,n/a,2020
MHL,Marshall Islands,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,317.75","3,281.58","3,198.04","3,309.99","3,263.99","3,302.33","3,337.37","3,433.93","3,525.64","3,744.52","3,631.09","3,548.23","3,643.28","3,704.72","3,748.82","3,786.01","3,816.06",2018
MHL,Marshall Islands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,030.39","3,239.11","3,383.56","3,451.21","3,388.38","3,406.48","3,720.62","3,898.58","4,061.68","4,292.88","4,412.99","4,338.17","4,525.64","4,694.01","4,844.89","4,990.81","5,131.03",2018
MHL,Marshall Islands,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","4,969.62","5,046.98","5,144.19","5,230.74","5,327.81","5,486.14","5,427.08","5,636.44","5,760.51","5,961.39","5,730.69","5,758.46","5,913.96","6,284.52","6,474.77","6,585.05","6,711.72",2014
MRT,Mauritania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,715.92","2,012.83","1,946.08","2,072.49","1,826.78","1,668.07","1,690.81","1,758.55","1,851.73","1,943.80","1,955.50","2,161.28","2,154.15","2,212.37","2,255.12","2,277.22","2,336.88",2014
MRT,Mauritania,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
MUS,Mauritius,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","16,797.82","17,454.77","18,014.98","18,579.35","19,236.06","19,893.44","20,646.51","21,415.34","22,203.33","22,852.14","19,441.34","20,417.18","21,789.17","22,663.00","23,458.55","24,235.11","25,037.37",2018
MUS,Mauritius,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","8,000.38","9,197.04","9,291.24","9,637.02","10,151.73","9,258.56","9,681.42","10,485.01","11,205.90","11,088.78","8,618.60","8,681.61","9,437.50","10,308.72","11,281.78","12,274.92","13,291.62",2018
MUS,Mauritius,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
MEX,Mexico,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","17,929.57","18,325.54","18,738.30","18,748.61","19,044.55","19,442.92","19,732.02","19,933.50","20,162.00","19,927.66","18,098.20","19,052.76","19,640.47","19,903.35","20,135.87","20,377.32","20,628.62",2020
MEX,Mexico,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","9,299.46","10,232.41","10,271.41","10,758.98","10,967.11","9,657.12","8,788.59","9,342.92","9,753.67","10,028.87","8,403.60","9,967.39","10,541.44","11,024.77","11,479.68","11,933.77","12,395.96",2020
MEX,Mexico,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
FSM,Micronesia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,225.42","3,322.48","3,254.78","3,129.55","3,052.07","3,187.58","3,210.68","3,291.06","3,292.29","3,326.00","3,259.84","3,148.52","3,161.50","3,258.38","3,314.85","3,335.56","3,349.74",2018
FSM,Micronesia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,887.35","3,021.69","3,170.96","3,068.37","3,082.90","3,050.72","3,197.21","3,522.11","3,854.14","3,952.28","3,892.27","3,855.22","3,973.25","4,202.53","4,387.07","4,525.50","4,651.63",2018
FSM,Micronesia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
MDA,Moldova,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","8,513.74","9,011.33","8,958.30","9,773.59","10,269.38","10,322.98","10,855.52","11,547.40","12,262.68","12,946.99","12,263.13","13,047.35","13,970.99","15,006.86","16,162.50","17,342.49","18,540.87",2019
MDA,Moldova,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,428.11","2,930.06","3,031.13","3,307.35","3,314.55","2,715.78","2,857.88","3,478.52","4,196.16","4,464.12","4,522.60","4,791.63","5,240.23","5,729.29","6,288.49","6,884.59","7,517.89",2019
MDA,Moldova,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","7,368.53","8,486.77","9,345.92","10,211.94","10,775.68","10,809.05","10,717.48","11,083.56","11,664.39","12,048.93","11,209.56","11,595.00","12,261.95","12,852.95","13,415.79","13,944.09","14,368.30",2020
MNG,Mongolia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,602.37","3,702.36","4,281.33","4,293.83","4,081.02","3,842.54","3,576.82","3,595.38","4,056.73","4,245.46","3,916.09","4,185.54","4,564.45","4,925.58","5,270.88","5,603.76","5,898.82",2020
MNG,Mongolia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
MNE,Montenegro,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","16,788.50","17,306.17","16,821.22","17,401.38","17,694.68","18,282.83","18,819.03","19,703.46","20,710.63","21,559.03","18,302.65","19,571.25","20,653.95","21,383.74","22,053.83","22,678.80","23,321.49",2020
MNE,Montenegro,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,694.17","7,327.25","6,590.58","7,189.05","7,389.89","6,517.42","7,031.53","7,800.27","8,854.78","8,911.27","7,702.60","8,837.58","9,712.51","10,522.84","11,327.39","12,147.30","12,986.03",2020
MNE,Montenegro,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
MAR,Morocco,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","6,406.36","6,660.26","6,777.72","7,000.21","7,104.04","7,349.05","7,348.98","7,581.00","7,737.98","7,857.90","7,288.63","7,629.81","7,791.97","7,999.56","8,204.93","8,418.19","8,630.07",2018
MAR,Morocco,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,896.56","3,111.54","2,979.74","3,200.48","3,259.72","2,964.96","2,995.68","3,147.10","3,353.10","3,368.39","3,187.63","3,470.80","3,617.25","3,801.03","3,991.90","4,195.76","4,379.79",2018
MAR,Morocco,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,027.21","1,073.48","1,120.13","1,165.41","1,217.09","1,262.61","1,273.78","1,283.66","1,289.74","1,281.78","1,229.94","1,224.61","1,253.39","1,372.40","1,381.81","1,391.69","1,542.55",2015
MOZ,Mozambique,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",471.904,594.586,657.645,664.078,673.969,589.86,428.927,461.415,503.302,506.817,448.844,492.273,506.47,568.707,585.666,602.799,682.197,2015
MOZ,Mozambique,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
MMR,Myanmar,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,893.04","3,029.00","3,200.39","3,424.73","3,673.82","3,914.34","4,130.24","4,332.72","4,575.10","4,848.56","4,968.73","4,050.70","4,023.08","4,099.06","4,179.39","4,258.24","4,342.48",2015
MMR,Myanmar,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",774.72,"1,088.75","1,182.15","1,210.22","1,244.18","1,223.74","1,163.79","1,177.08","1,271.68","1,302.28","1,527.43","1,246.32","1,170.09","1,228.54","1,289.98","1,353.51","1,421.46",2015
MMR,Myanmar,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
NAM,Namibia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","9,178.76","9,503.53","9,802.22","10,160.98","10,578.65","10,822.65","10,622.90","10,316.89","10,237.17","9,987.70","9,023.14","8,799.62","8,771.06","8,702.46","8,586.66","8,472.97","8,360.21",2020
NAM,Namibia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","5,410.98","5,870.93","6,038.86","5,540.62","5,555.93","5,020.47","4,611.51","5,438.76","5,665.86","5,109.12","4,276.28","4,693.46","4,853.26","4,932.59","4,993.83","5,052.58","5,302.76",2020
NAM,Namibia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
NRU,Nauru,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","5,482.04","6,007.93","6,444.16","8,092.81","9,399.92","9,236.53","9,096.86","8,341.68","8,982.70","9,457.32","9,341.36","9,304.11","9,207.42","9,100.89","8,975.28","8,851.08","8,726.10",2016
NRU,Nauru,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,748.08","6,529.40","9,382.64","9,103.52","8,865.60","6,994.05","7,674.48","8,152.26","9,398.51","9,365.10","8,866.87","10,138.20","10,361.20","10,576.17","10,668.97","10,687.36","10,564.32",2016
NRU,Nauru,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
NPL,Nepal,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,697.43","2,786.84","2,922.62","3,033.78","3,217.45","3,331.87","3,315.81","3,565.20","3,773.72","3,972.63","3,839.13","3,857.55","3,975.09","4,171.42","4,340.71","4,502.75","4,671.57",2018
NPL,Nepal,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",677.187,803.716,804.141,823.321,844.495,901.75,899.524,"1,048.45","1,178.53","1,200.97","1,178.33","1,172.64","1,226.01","1,312.94","1,400.35","1,488.45","1,580.37",2018
NPL,Nepal,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
NLD,Netherlands,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","52,404.98","52,958.92","52,179.20","51,960.08","52,544.34","53,346.88","54,264.39","55,509.26","56,490.47","57,258.26","54,671.24","56,568.25","58,188.90","59,221.93","60,110.61","60,910.76","61,721.31",2020
NLD,Netherlands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","51,165.82","54,342.11","50,175.56","52,276.99","53,026.48","45,302.80","46,165.18","48,799.87","53,224.69","52,672.50","52,456.09","57,714.88","61,159.44","64,246.82","67,172.75","70,101.47","72,893.26",2020
NLD,Netherlands,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-0.74,-0.07,-1.84,-2.83,-2.51,-1.84,-1.16,-0.05,0.7,0.6,-1.8,-1.5,-0.8,n/a,n/a,n/a,n/a,2020
NZL,New Zealand,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","36,701.32","37,092.82","37,793.57","38,348.87","39,144.53","39,749.54","40,407.45","40,975.98","41,623.09","41,916.87","40,241.69","41,984.54","42,928.31","43,026.64","43,194.96","43,505.50","43,902.68",2020
NZL,New Zealand,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","33,379.61","38,062.95","39,683.43","42,089.46","44,282.11","38,200.04","39,426.72","42,334.70","42,839.82","42,210.23","41,164.58","48,348.99","51,706.90","53,795.62","55,273.04","56,739.21","58,293.30",2020
NZL,New Zealand,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-2.277,-2.551,-2.395,-2.531,-1.584,-0.886,0.015,0.576,1.04,0.577,-2.989,0.419,1.799,n/a,n/a,n/a,n/a,2020
NIC,Nicaragua,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","4,618.61","4,762.06","5,009.24","5,201.88","5,394.63","5,594.89","5,789.89","5,995.60","5,734.23","5,466.61","5,384.31","5,612.15","5,748.71","5,814.63","5,892.81","5,983.71","6,084.89",2020
NIC,Nicaragua,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,506.07","1,629.97","1,734.79","1,790.43","1,916.77","2,036.93","2,099.59","2,156.15","2,016.16","1,934.14","1,942.64","2,047.10","2,109.30","2,143.84","2,183.22","2,237.72","2,312.77",2020
NIC,Nicaragua,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
NER,Niger,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,036.63","1,020.71","1,085.17","1,099.01","1,127.20","1,131.92","1,151.59","1,163.64","1,200.76","1,224.34","1,221.70","1,239.85","1,273.19","1,354.76","1,455.20","1,523.15","1,556.57",2009
NER,Niger,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",476.062,511.488,528.918,551.554,562.885,484.171,497.882,517.771,572.564,553.905,568.488,622.23,661.763,728.477,807.676,871.123,914.794,2009
NER,Niger,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
NGA,Nigeria,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","5,009.75","5,115.75","5,193.54","5,329.12","5,516.38","5,514.78","5,284.90","5,190.36","5,155.07","5,135.49","4,916.71","4,920.90","4,927.43","4,934.28","4,937.72","4,945.67","4,958.09",2012
NGA,Nigeria,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,328.43","2,543.50","2,756.41","2,998.07","3,222.69","2,718.59","2,176.00","1,968.56","2,153.09","2,229.85","2,083.16","2,272.84","2,562.19","2,861.37","3,150.50","3,483.97","3,854.82",2012
NGA,Nigeria,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
MKD,North Macedonia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","13,448.33","13,746.23","13,666.93","14,043.06","14,528.77","15,073.64","15,484.84","15,640.30","16,076.65","16,593.95","15,898.94","16,534.89","17,229.36","17,884.08","18,545.79","19,213.43","19,905.12",2020
MKD,North Macedonia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,576.23","5,097.26","4,728.37","5,239.65","5,498.61","4,860.42","5,152.97","5,462.38","6,111.19","6,044.44","5,939.41","6,711.73","7,203.98","7,692.06","8,251.31","8,856.04","9,477.47",2020
MKD,North Macedonia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
NOR,Norway,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","60,057.98","59,856.17","60,679.69","60,607.49","61,080.26","61,695.71","61,801.98","62,782.11","63,083.35","63,230.51","62,422.45","63,928.04","66,131.60","67,652.80","68,443.05","68,957.44","69,476.08",2020
NOR,Norway,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","87,356.19","100,197.17","101,129.91","102,576.68","96,657.58","74,115.16","70,223.82","75,306.67","82,082.12","75,700.22","67,326.07","82,244.23","84,119.22","86,429.97","88,167.22","89,679.84","91,231.21",2020
NOR,Norway,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-1.076,-1.17,0.096,0.103,0.177,-0.323,-0.959,-0.568,-0.214,0.2,-2.746,-1.17,-0.16,n/a,n/a,n/a,n/a,2020
OMN,Oman,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","34,441.51","32,141.17","31,898.09","31,502.84","30,854.20","30,996.15","30,635.93","29,758.24","29,759.30","29,410.21","29,686.29","29,582.12","29,598.29","29,879.53","29,789.23","29,828.11","29,656.71",2020
OMN,Oman,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","19,027.78","20,641.47","21,149.65","20,435.85","20,308.46","16,570.74","14,834.59","15,482.13","17,338.96","16,529.39","14,255.09","17,632.65","18,226.55","17,888.76","17,750.79","17,741.89","17,903.92",2020
OMN,Oman,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
